gvkey	year	gvkey	conm	year	Y	K	L	M	VA	w	i	r&d	naics_4digit
061562	2010	061562	ADVANCED ENERGY INDS INC	2010	464.7399194772088	134.45020006120853	1.788	226.47086814898742	238.2690513282214	58192.89052542133	18.686275477471252	55.869318462221784	3344
061562	2011	061562	ADVANCED ENERGY INDS INC	2011	532.0200949155334	132.48020809771543	1.471	302.2401815954457	229.77991332008773	60953.890816253	18.262425062850514	62.83504157803132	3344
061562	2012	061562	ADVANCED ENERGY INDS INC	2012	464.8395955689497	113.89928307248452	1.354	266.71715129136106	198.12244427758864	62223.95935118233	9.70900500014232	55.102137632000904	3344
061562	2013	061562	ADVANCED ENERGY INDS INC	2013	561.1563634871459	100.64919256674511	1.504	323.9814029832373	237.17496050390855	62682.861773938734	9.02034763674588	54.73026241693884	3344
061562	2014	061562	ADVANCED ENERGY INDS INC	2014	595.4658251891792	100.565	1.656	348.3989910439835	247.06683414519568	64311.75515456021	5.635349936308085	54.49074159543633	3344
063531	2010	063531	MICROVISION INC	2010	4.794950128472292	19.43844237422219	0.108	23.770603111659614	-18.97565298318732	58192.89052542133	1.8615209988649262	21.31964664659725	3344
063531	2011	063531	MICROVISION INC	2011	5.782435479055787	20.923115287396712	0.103	18.210368646990396	-12.42793316793461	60953.890816253	0.5318120286211565	14.773738155095726	3344
063531	2012	063531	MICROVISION INC	2012	8.603931168550652	21.033526706677506	0.067	12.850629994960041	-4.246698826409389	62223.95935118233	0.5057069935576914	12.462404053246296	3344
063531	2013	063531	MICROVISION INC	2013	6.003405896715157	20.64230631568672	0.064	5.746396109891464	0.25700978682369274	62682.861773938734	0.3528925930097233	9.896009310357774	3344
063531	2014	063531	MICROVISION INC	2014	3.558918742277095	9.438335432387523	0.066	3.447181969506653	0.11173677277044203	64311.75515456021	0.1910757472261709	8.369486957003343	3344
064163	2010	064163	DIGITAL POWER CORP	2010	10.516519311307587	2.3452974200466787	0.031	7.5573006656281	2.9592186456794862	58192.89052542133	0.0848837783151557	0.5537186004046786	3344
064163	2011	064163	DIGITAL POWER CORP	2011	11.561782600191478	2.4148138817156894	0.03	7.597051647638949	3.964730952552529	60953.890816253	0.2610713595049314	0.7242312898859021	3344
064163	2012	064163	DIGITAL POWER CORP	2012	8.834329325365397	2.676829043779226	0.029	6.188469806527261	2.6458595188381353	62223.95935118233	0.14611421577464254	0.6679507006840801	3344
064163	2013	064163	DIGITAL POWER CORP	2013	8.996901865036213	2.751152073732719	0.028	6.567783499866637	2.429118365169576	62682.861773938734	0.2027255321545219	0.7208018921049668	3344
064163	2014	064163	DIGITAL POWER CORP	2014	9.21336151874432	2.7202030390785152	0.026	7.011247612920357	2.2021139058239627	64311.75515456021	0.10984547787398231	0.7532261339930215	3344
064637	2010	064637	EMCORE CORP	2010	193.49545794808506	159.54107742254996	0.9	117.58006757440263	75.91539037368241	58192.89052542133	1.3847900113507379	29.154616789221734	3344
064637	2011	064637	EMCORE CORP	2011	206.84586005620812	160.89033181092833	1.0	126.09044770895312	80.75541234725499	60953.890816253	7.091471668922838	31.76658286598337	3344
064637	2012	064637	EMCORE CORP	2012	168.45910946998137	165.1514658510396	1.06	107.68669964925994	60.77240982072145	62223.95935118233	11.585718758598441	21.19415163619458	3344
064637	2013	064637	EMCORE CORP	2013	172.49738402511335	132.75198212561958	0.857	108.3973676111533	64.10001641396006	62682.861773938734	6.796936591958554	18.744603371250516	3344
064637	2014	064637	EMCORE CORP	2014	178.48513628054695	140.61323875530104	0.769	116.34800404399374	62.1371322365532	64311.75515456021	2.770136799158159	17.627891520667568	3344
064853	2010	064853	QORVO INC	2010	896.7831347239363	901.511319017431	4.095	441.15162765290233	455.631507071034	58192.89052542133	45.86388984849233	169.94324631101023	3344
064853	2011	064853	QORVO INC	2011	1007.2092568381393	778.9155688436265	3.687	430.5991723200774	576.6100845180619	60953.890816253	8.165731966737575	134.364726358538	3344
064853	2012	064853	QORVO INC	2012	1081.797517048435	765.2921818389444	3.726	476.80168684364816	604.9958302047869	62223.95935118233	24.397278859929596	133.87193183866714	3344
064853	2013	064853	QORVO INC	2013	893.8960585978375	761.5799724093159	3.986	386.1675742218758	507.72848437596167	62682.861773938734	43.220895746518	142.3743289409468	3344
064853	2014	064853	QORVO INC	2014	984.5970813802682	822.414276371111	4.191	459.7209889402898	524.8760924399784	64311.75515456021	50.432920412797465	165.03867668506658	3344
064915	2010	064915	INTEST CORP	2010	46.739636231209666	4.240826907016345	0.128	28.37687094098368	18.362765290225987	58192.89052542133	0.6504466268568326	3.0044909440852785	3344
064915	2011	064915	INTEST CORP	2011	48.658108483719204	4.731194629395257	0.131	28.933270879873167	19.724837603846037	60953.890816253	0.7542061496809128	3.1328563140591763	3344
064915	2012	064915	INTEST CORP	2012	44.61495736605535	4.511087877620646	0.131	27.74757413369264	16.867383232362712	62223.95935118233	0.40893004544721384	3.6955511067677445	3344
064915	2013	064915	INTEST CORP	2013	40.44604936498492	4.803835448262724	0.127	23.773616610927597	16.672432754057326	62682.861773938734	0.3979427112662837	3.4566580320606675	3344
064915	2014	064915	INTEST CORP	2014	42.682515854293676	4.75324649517621	0.125	25.069697619558223	17.612818234735453	64311.75515456021	0.7670722026325991	3.304595048645855	3344
065036	2010	065036	QUICKLOGIC CORP	2010	26.502721184777553	25.33126282261995	0.078	14.120796325894755	12.381924858882797	58192.89052542133	0.8182401421309776	7.36120021714455	3344
065036	2011	065036	QUICKLOGIC CORP	2011	21.586592408816234	24.811967931233987	0.081	12.833146316103727	8.753446092712506	60953.890816253	0.8663701411719203	9.510732933668537	3344
065036	2012	065036	QUICKLOGIC CORP	2012	15.370848461783735	24.834206353020328	0.086	12.274198492126349	3.0966499696573866	62223.95935118233	1.1774528686774766	8.295302522842206	3344
065036	2013	065036	QUICKLOGIC CORP	2013	26.74654793902214	23.89470902013552	0.089	23.113853382301652	3.632694556720486	62682.861773938734	1.179749971843676	7.860307091639449	3344
065036	2014	065036	QUICKLOGIC CORP	2014	28.435607569212543	20.729262672811057	0.098	21.218050917557672	7.21755665165487	64311.75515456021	0.9655325197998782	11.248546162792845	3344
065590	2010	065590	STONERIDGE INC	2010	642.5900823436583	317.33770640126664	6.8	165.9965201205818	476.5935622230765	58192.89052542133	18.332922074717466	37.07545773083946	3344
065590	2011	065590	STONERIDGE INC	2011	787.9152554586727	336.9359464085329	10.8	52.06353781694284	735.8517176417299	60953.890816253	25.42061496809128	34.09688648230516	3344
065590	2012	065590	STONERIDGE INC	2012	965.3199345833805	409.71968760980695	8.7	310.94473529926057	654.37519928412	62223.95935118233	25.002609182424546	42.504056092678155	3344
065590	2013	065590	STONERIDGE INC	2013	972.3527360019698	426.06197597122787	9.3	266.60723445290205	705.7455015490677	62682.861773938734	23.786462439463904	42.479445883545445	3344
065590	2014	065590	STONERIDGE INC	2014	674.5902392696302	419.8559637306262	4.2	306.0371924879753	368.55304678165487	64311.75515456021	22.8497055402736	38.40807133494563	3344
065643	2010	065643	FAIRCHILD SEMICONDUCTOR INTL	2010	1618.2450887166933	2287.8387722022603	8.977	614.22815262913	1004.0169360875634	58192.89052542133	155.94926713714653	118.63988550560134	3344
065643	2011	065643	FAIRCHILD SEMICONDUCTOR INTL	2011	1635.5943544817221	2437.9099751187514	8.817	610.1004025159822	1025.4939519657398	60953.890816253	180.23593115451558	148.32720943724618	3344
065643	2012	065643	FAIRCHILD SEMICONDUCTOR INTL	2012	1437.314215771988	2589.79868807962	9.077	518.8873085586744	918.4269072133138	62223.95935118233	144.12174919589742	148.86571724052865	3344
065643	2013	065643	FAIRCHILD SEMICONDUCTOR INTL	2013	1441.7612179158375	2603.6366065761786	8.659	549.6807300108742	892.0804879049633	62682.861773938734	70.57851860194467	161.0541727672035	3344
065643	2014	065643	FAIRCHILD SEMICONDUCTOR INTL	2014	1463.8031923041574	2637.931610417664	8.272	544.9817999857031	918.8213923184543	64311.75515456021	50.307382723798625	153.04521202946444	3344
065675	2010	065675	CUI GLOBAL INC	2010	41.40753029720598	3.0613486975574125	0.086	33.645339591721125	7.762190705484859	58192.89052542133	0.3573014854661205	0.7303953017815723	3344
065675	2011	065675	CUI GLOBAL INC	2011	40.08482689753858	3.2301012449452045	0.061	34.15743419223999	5.927392705298592	60953.890816253	0.40901179655772574	0.6923225681686327	3344
065675	2012	065675	CUI GLOBAL INC	2012	42.258519074704544	2.973	0.069	38.148150129084684	4.110368945619862	62223.95935118233	0.6508724157234077	0.7504957446606639	3344
065675	2013	065675	CUI GLOBAL INC	2013	62.22121914688443	3.461	0.17	47.39803853177128	14.823180615113154	62682.861773938734	2.3679468408604576	0.8353042760070579	3344
065675	2014	065675	CUI GLOBAL INC	2014	77.65795574073506	10.538580545349062	0.2	61.963787874146014	15.694167866589048	64311.75515456021	1.0116860819318036	1.0790702826444145	3344
065739	2010	065739	PERICOM SEMICONDUCTOR CORP	2010	148.61614097558015	92.2450351956095	0.869	66.36343091832401	82.25271005725615	58192.89052542133	10.21862508019543	16.984651828455803	3344
065739	2011	065739	PERICOM SEMICONDUCTOR CORP	2011	171.24224050072576	93.68907892090975	0.991	72.44864575505203	98.79359474567373	60953.890816253	11.327596209630633	19.561013343647264	3344
065739	2012	065739	PERICOM SEMICONDUCTOR CORP	2012	141.05201444102732	109.5445721345002	0.976	48.42979953303228	92.62221490799504	62223.95935118233	4.102583564997106	20.60969477309601	3344
065739	2013	065739	PERICOM SEMICONDUCTOR CORP	2013	132.5991505775662	108.80670291325164	0.99	41.00824801493671	91.59090256262951	62682.861773938734	12.417877388594812	19.72538198746105	3344
065739	2014	065739	PERICOM SEMICONDUCTOR CORP	2014	130.78439181806112	117.02683636869456	0.94	37.90484360160536	92.87954821645577	64311.75515456021	4.569202651060609	18.272195248029245	3344
065904	2010	065904	APPLIED MICRO CIRCUITS CORP	2010	216.69937483561617	125.04074662348043	0.551	94.65289619034132	122.04647864527485	58192.89052542133	7.164783102205992	83.58782016483245	3344
065904	2011	065904	APPLIED MICRO CIRCUITS CORP	2011	211.6534038851543	109.87584192160999	0.562	89.23396370149995	122.41944018365433	60953.890816253	7.282923999226456	85.18274995165345	3344
065904	2012	065904	APPLIED MICRO CIRCUITS CORP	2012	254.78539028830627	94.91390702157045	0.672	86.21693220739948	168.5684580809068	62223.95935118233	9.241249750941677	103.16422668576904	3344
065904	2013	065904	APPLIED MICRO CIRCUITS CORP	2013	236.8606249615298	92.84	0.728	31.042639364779728	205.81798559675005	62682.861773938734	12.448849344896196	164.86090775988288	3344
065904	2014	065904	APPLIED MICRO CIRCUITS CORP	2014	199.79167304923254	105.92015002714307	0.649	15.876327318403222	183.91534573082933	64311.75515456021	8.349179389665295	173.00108922406633	3344
066032	2010	066032	POWER INTEGRATIONS INC	2010	303.2785724401643	155.18934627932612	0.444	167.35231351285736	135.92625892730692	58192.89052542133	30.169274046291267	35.42022405369393	3344
066032	2011	066032	POWER INTEGRATIONS INC	2011	307.5376522303091	184.07417597534803	0.443	177.76585099702484	129.77180123328426	60953.890816253	22.455037710307483	38.96248307870818	3344
066032	2012	066032	POWER INTEGRATIONS INC	2012	314.0923444041019	198.98805843881172	0.526	174.79105150015943	139.30129290394248	62223.95935118233	15.520365854815601	43.36840707040997	3344
066032	2013	066032	POWER INTEGRATIONS INC	2013	356.0690617370073	206.82986078669532	0.562	188.28625536018384	167.7828063768235	62682.861773938734	13.102076059616325	48.47955850884109	3344
066032	2014	066032	POWER INTEGRATIONS INC	2014	356.1951737589739	212.66306993750433	0.59	181.87673988746258	174.31843387151133	64311.75515456021	21.296176638912993	50.75137999150775	3344
066393	2010	066393	MERCURY SYSTEMS INC	2010	202.14660003641737	80.73297975032267	0.523	104.78473506383153	97.36186497258582	58192.89052542133	7.238809653062232	41.00873513300104	3344
066393	2011	066393	MERCURY SYSTEMS INC	2011	235.44611330155757	67.74995872998404	0.602	118.04793131491986	117.39818198663771	60953.890816253	8.533165731966736	43.0284277702572	3344
066393	2012	066393	MERCURY SYSTEMS INC	2012	251.9249560289232	67.04085727610929	0.713	118.53095666663238	133.39399936229083	62223.95935118233	8.944277351347761	43.629325312864694	3344
066393	2013	066393	MERCURY SYSTEMS INC	2013	214.19294610065862	71.34136846367063	0.756	130.00255237079136	84.19039372986725	62682.861773938734	3.641551225738634	30.6781919885873	3344
066393	2014	066393	MERCURY SYSTEMS INC	2014	213.156255425181	74.34300078492156	0.632	122.79461209317523	90.36164333200578	64311.75515456021	6.185500396920634	32.947181863496226	3344
066708	2010	066708	BROADCOM CORP	2010	6897.362777429341	394.2901045552228	8.95	3287.850061707165	3609.512715722176	58192.89052542133	107.51024033953512	1739.4492424616296	3344
066708	2011	066708	BROADCOM CORP	2011	7606.625557191242	666.3884666209624	9.59	3658.855969281133	3947.769587910109	60953.890816253	157.6097466640882	1917.4240959195513	3344
066708	2012	066708	BROADCOM CORP	2012	8234.676979727019	794.8572734408378	11.3	3812.2617076206247	4422.415272106395	62223.95935118233	231.50564057800506	2199.303585491048	3344
066708	2013	066708	BROADCOM CORP	2013	8519.871150413426	1024.5274638503677	12.55	3778.462730051909	4741.4084203615175	62682.861773938734	213.988061718662	2333.220708037692	3344
066708	2014	066708	BROADCOM CORP	2014	8606.762456215598	1260.8779733127055	10.65	3832.915249737038	4773.84720647856	64311.75515456021	241.8446655712888	2190.4480587811768	3344
110039	2010	110039	AMKOR TECHNOLOGY INC	2010	2973.5599975721775	3983.292320368783	19.9	1056.9512614562893	1916.608736115888	58192.89052542133	439.88451858066423	46.9170409120071	3344
110039	2011	110039	AMKOR TECHNOLOGY INC	2011	2858.130102224647	4359.832718868652	18.3	1137.4226623704178	1720.7074398542293	60953.890816253	451.26087797331274	48.71978340746471	3344
110039	2012	110039	AMKOR TECHNOLOGY INC	2012	2838.367464488855	4607.007668195967	18.9	1005.5970295094779	1832.7704349793773	62223.95935118233	506.1927758854616	51.34681252787081	3344
110039	2013	110039	AMKOR TECHNOLOGY INC	2013	3032.9407661215864	4988.1809997939245	20.9	976.4584829397401	2056.482283181846	62682.861773938734	531.4562450726432	60.653414423546195	3344
110039	2014	110039	AMKOR TECHNOLOGY INC	2014	3195.8171216159635	5150.483249763825	21.9	927.3067614350049	2268.5103601809583	64311.75515456021	628.7222847859398	70.9509479941662	3344
114370	2010	114370	IXYS CORP	2010	276.72324842697316	161.03397209633778	0.943	182.70680195035104	94.0164464766221	58192.89052542133	8.661106450180132	19.672309134876375	3344
114370	2011	114370	IXYS CORP	2011	250.38758891897177	150.5623705246261	1.157	137.83035649944927	112.55723241952252	60953.890816253	4.971959002127249	19.446915490233994	3344
114370	2012	114370	IXYS CORP	2012	373.64923937751354	153.04433414120462	1.244	202.9324089978709	170.71683037964266	62223.95935118233	8.401567407041947	26.11744167291289	3344
114370	2013	114370	IXYS CORP	2013	377.5251851699871	168.5685218059319	1.173	214.53492480354544	162.99026036644167	62682.861773938734	11.114239591545594	26.213537560536096	3344
114370	2014	114370	IXYS CORP	2014	285.9532489813425	176.72615154629545	1.01	163.97295834482196	121.98029063652051	64311.75515456021	6.638728377056141	25.86630236121624	3344
117768	2010	117768	NVIDIA CORP	2010	3464.56289072774	782.2500441205477	5.42	1945.866712525543	1518.696178202197	58192.89052542133	402.3787198341806	844.7702709371762	3344
117768	2011	117768	NVIDIA CORP	2011	3424.4175871689026	1023.2421082528605	5.706	1799.3110285261325	1625.10655864277	60953.890816253	75.03480951460065	878.7961709533939	3344
117768	2012	117768	NVIDIA CORP	2012	3644.5172438620493	1081.4857869583793	6.029	1800.103489914938	1844.4137539471112	62223.95935118233	92.87740637779063	805.364479064869	3344
117768	2013	117768	NVIDIA CORP	2013	4101.366462176081	1193.939	7.133	1722.8486776503419	2378.517784525739	62682.861773938734	130.2089199234148	940.9890378045576	3344
117768	2014	117768	NVIDIA CORP	2014	4370.943496420657	1141.5170507822138	7.974	1753.5220285326222	2617.4214678880344	64311.75515456021	169.20726641682205	1059.0230213967914	3344
124355	2010	124355	ALTIGEN COMMUNICATIONS INC	2010	16.83796305662897	3.847926267281106	0.112	7.301766241123273	9.536196815505695	58192.89052542133	0.29610620342496174	4.517593643586833	3344
124355	2011	124355	ALTIGEN COMMUNICATIONS INC	2011	18.19248705463305	4.231754690470287	0.115	7.344990168727289	10.847496885905764	60953.890816253	0.43415200154708955	6.014310578224714	3344
124355	2012	124355	ALTIGEN COMMUNICATIONS INC	2012	17.42488917231519	4.761904761904763	0.103	7.644191189327628	9.780697982987563	62223.95935118233	0.023719840223156256	4.512462404053246	3344
124355	2013	124355	ALTIGEN COMMUNICATIONS INC	2013	13.388662057079546	4.594165985871498	0.093	4.638496891606311	8.750165165473236	62682.861773938734	0.005631264782070053	3.7541765213800353	3344
124355	2014	124355	ALTIGEN COMMUNICATIONS INC	2014	9.779112159553936	4.522215531389843	0.04	4.750630597510288	5.028481562043648	64311.75515456021	0.1375376151531375	2.652906751343069	3344
124599	2010	124599	SILICON IMAGE INC	2010	193.56525785501853	53.181351023077646	0.432	92.99954276002994	100.56571509498858	58192.89052542133	4.605438483936239	54.59507476681637	3344
124599	2011	124599	SILICON IMAGE INC	2011	227.51829852067655	55.16108090562363	0.521	111.00751500427222	116.51078351640433	60953.890816253	7.562367046992844	64.33281763682074	3344
124599	2012	124599	SILICON IMAGE INC	2012	259.57232342141265	59.061322370674894	0.623	123.53248922580049	136.03983419561212	62223.95935118233	8.430031215309732	73.41005910984182	3344
124599	2013	124599	SILICON IMAGE INC	2013	283.5573154968301	63.88862935625526	0.64	136.1073472988777	147.44996819795236	62682.861773938734	5.406952734917596	72.26226677178362	3344
124599	2014	124599	SILICON IMAGE INC	2014	263.52542303646743	56.65643287927112	0.671	115.3162219294752	148.20920110699223	64311.75515456021	7.143648346779404	66.47220632488416	3344
125604	2010	125604	PLUG POWER INC	2010	19.698747648046613	42.91152832460222	0.149	33.80503166285633	-14.106284014809718	58192.89052542133	1.0857227458915266	12.733553767951438	3344
125604	2011	125604	PLUG POWER INC	2011	28.439658633504568	36.43838176212277	0.195	38.41613564067986	-9.976477007175292	60953.890816253	1.2821504544575517	5.468961516147747	3344
125604	2012	125604	PLUG POWER INC	2012	26.85372802731864	35.61099172609964	0.156	44.480857410283576	-17.62712938296494	62223.95935118233	0.07400590149624751	5.155744470905244	3344
125604	2013	125604	PLUG POWER INC	2013	27.289234493937094	37.60549379209608	0.214	36.1006298857178	-8.811395391780707	62682.861773938734	0.10417839846829598	2.9291962308067725	3344
125604	2014	125604	PLUG POWER INC	2014	65.59235317545418	34.59384890043009	0.326	69.87615167018986	-4.283798494735671	64311.75515456021	1.3042996658482102	5.971347868628501	3344
130762	2010	130762	INTERSIL CORP  -CL A	2010	831.9339632184838	320.5577066996388	1.762	363.2803811681874	468.65358205029645	58192.89052542133	20.50140650446627	180.9337215614667	3344
130762	2011	130762	INTERSIL CORP  -CL A	2011	782.8884382173999	329.1722670843608	1.643	353.9247573065402	428.96368091085964	60953.890816253	10.198220847031523	179.3250821891317	3344
130762	2012	130762	INTERSIL CORP  -CL A	2012	625.2265410448146	324.9576961807178	1.488	311.1680898552812	314.0584511895333	62223.95935118233	11.897871855935177	158.33847263204834	3344
130762	2013	130762	INTERSIL CORP  -CL A	2013	590.0767352633416	311.4379961648136	1.017	298.3547733847638	291.72196187857776	62682.861773938734	17.43908848594061	122.5184893193678	3344
130762	2014	130762	INTERSIL CORP  -CL A	2014	574.4870970047893	326.2362514530984	1.031	256.7065388111066	317.78055819368274	64311.75515456021	9.098713238687761	116.16943895729872	3344
133288	2010	133288	SILICON LABORATORIES INC	2010	499.0602302385336	103.4332765353964	0.845	217.43432739191132	281.6259028466223	58192.89052542133	13.6702363914524	122.21388738094063	3344
133288	2011	133288	SILICON LABORATORIES INC	2011	506.1046541553856	97.70261712707757	0.908	226.0423928597165	280.0622612956691	60953.890816253	8.40263005221427	131.45716495842197	3344
133288	2012	133288	SILICON LABORATORIES INC	2012	579.3834792178804	96.8662751994595	0.997	268.0595003239974	311.3239788938831	62223.95935118233	96.81774623566136	130.88797593859405	3344
133288	2013	133288	SILICON LABORATORIES INC	2013	595.0953035556741	200.969	1.06	273.31180368903745	321.78349986663665	62682.861773938734	9.828434132972932	148.10132522431206	3344
133288	2014	133288	SILICON LABORATORIES INC	2014	633.8694688683966	203.29467502344173	1.107	289.08383934315736	344.78562952523913	64311.75515456021	10.36147469861724	159.67747890782212	3344
133944	2010	133944	OCLARO INC	2010	397.09571691585575	121.0403583552967	2.865	166.36353612398077	230.73218079187498	58192.89052542133	11.956768494299956	40.95741005774071	3344
133944	2011	133944	OCLARO INC	2011	480.24480383779945	137.38109957808655	3.085	213.76908347831457	266.4757203594849	60953.890816253	40.25430284277702	63.326242506285055	3344
133944	2012	133944	OCLARO INC	2012	396.46791397097394	198.2635386500938	2.79	195.30477356181152	201.16314040916242	62223.95935118233	19.25291991233147	63.57201817888554	3344
133944	2013	133944	OCLARO INC	2013	601.1900121052956	170.21707309477094	2.782	416.638868257453	184.5511438478426	62682.861773938734	16.144836130194843	94.62401922138379	3344
133944	2014	133944	OCLARO INC	2014	399.16158614421533	156.674	1.294	308.9877311765366	90.1738549676787	64311.75515456021	8.082411800542767	59.277789059759634	3344
134932	2010	134932	ON SEMICONDUCTOR CORP	2010	2340.218908693629	2179.6082949308757	14.307	700.4021263681793	1639.81678232545	58192.89052542133	186.4482060899176	244.78112816463505	3344
134932	2011	134932	ON SEMICONDUCTOR CORP	2011	3543.684822779728	2447.18389504637	19.442	1500.8793378560622	2042.805484923666	60953.890816253	305.9369561013343	350.5124734093986	3344
134932	2012	134932	ON SEMICONDUCTOR CORP	2012	2977.5876078705655	2816.1558355802567	20.0	936.1776534359152	2041.4099544346504	62223.95935118233	243.17580196779795	348.681651280397	3344
134932	2013	134932	ON SEMICONDUCTOR CORP	2013	2854.6954184533943	2772.021547937811	22.0	685.9558054125033	2168.739613040891	62682.861773938734	145.66204902954536	313.66144836130195	3344
134932	2014	134932	ON SEMICONDUCTOR CORP	2014	3228.8634947867204	2531.3774954062724	24.5	710.9545254945214	2517.908969292199	64311.75515456021	188.58345487104697	338.39791755127663	3344
135044	2010	135044	PIXELWORKS INC	2010	70.3350395532806	18.73732045768076	0.243	34.53394096344102	35.801098589839576	58192.89052542133	1.7717021171593543	22.513941667077923	3344
135044	2011	135044	PIXELWORKS INC	2011	66.51190561978196	20.274821902292167	0.242	32.52059420006382	33.991311419718144	60953.890816253	2.5488300135370334	22.14852059562947	3344
135044	2012	135044	PIXELWORKS INC	2012	61.41550867593059	21.521754250002484	0.233	26.71737346101231	34.698135214918274	62223.95935118233	1.741036272379669	19.694108940482177	3344
135044	2013	135044	PIXELWORKS INC	2013	49.36293317466506	21.451	0.223	18.01047826176163	31.352454912903426	62682.861773938734	1.589893756804445	19.394075909449263	3344
135044	2014	135044	PIXELWORKS INC	2014	62.21520990982711	21.733	0.22	26.763150638767197	35.45205927105991	64311.75515456021	2.640906825188768	23.350010153783668	3344
137704	2010	137704	OMNIVISION TECHNOLOGIES INC	2010	513.1972403746939	113.60895009289894	1.328	360.7051530539988	152.49208732069516	58192.89052542133	31.808715392587473	83.7793021763806	3344
137704	2011	137704	OMNIVISION TECHNOLOGIES INC	2011	620.7506768651108	151.07	1.45	422.7236228497307	198.02705401538012	60953.890816253	13.069038870624638	74.75439953587315	3344
137704	2012	137704	OMNIVISION TECHNOLOGIES INC	2012	983.7960153461629	169.021	1.465	650.9358485132119	332.860166832951	62223.95935118233	9.784908488856418	83.98626146854275	3344
137704	2013	137704	OMNIVISION TECHNOLOGIES INC	2013	920.9565235232566	176.21181463751665	1.796	598.471253000677	322.4852705225795	62682.861773938734	22.699628336524384	103.92499155310283	3344
137704	2014	137704	OMNIVISION TECHNOLOGIES INC	2014	1437.7919385639736	221.1459310072546	2.057	1106.985455919447	330.80648264452674	64311.75515456021	32.60564550371998	104.48612623922315	3344
137874	2010	137874	SMTC CORP	2010	265.6240516316993	68.75069037887992	1.5	164.06417545066458	101.55987618103468	58192.89052542133	1.193307999802596	0.0	3344
137874	2011	137874	SMTC CORP	2011	226.84091868353596	73.01615168539325	1.875	102.97537549285046	123.86554319068551	60953.890816253	0.8818410365499904	0.0	3344
137874	2012	137874	SMTC CORP	2012	304.76841899550516	76.40050013484027	2.3	148.92690001337132	155.84151898213386	62223.95935118233	6.010607512547795	0.0	3344
137874	2013	137874	SMTC CORP	2013	277.6872730257084	85.24234474980999	1.8	164.86838055766432	112.81889246804408	62682.861773938734	2.4083042384652926	0.0	3344
137874	2014	137874	SMTC CORP	2014	233.4252422822013	57.75806451612903	1.37	140.16000326787372	93.26523901432759	64311.75515456021	1.8193734192404971	0.0	3344
140759	2010	140759	IXIA	2010	280.0240759099278	74.60947009656739	1.1	101.14350456228377	178.880571347644	58192.89052542133	14.664166214282188	71.54715491289542	3344
140759	2011	140759	IXIA	2011	317.4378982694901	85.93201983168898	1.3	95.48482072082273	221.95307754866738	60953.890816253	14.763101914523304	72.61748211177722	3344
140759	2012	140759	IXIA	2012	425.24299805601555	98.884	1.71	126.94201989241228	298.3009781636033	62223.95935118233	16.81831551182671	93.14211979468105	3344
140759	2013	140759	IXIA	2013	479.3450829930856	97.83546365296353	1.846	161.76235458257247	317.58272841051314	62682.861773938734	11.385478845215303	110.28081240379922	3344
140759	2014	140759	IXIA	2014	474.30940637031136	116.3856120672984	1.755	194.30074650490693	280.00865986540447	64311.75515456021	7.442723429394281	106.2971920172799	3344
142814	2010	142814	SYNAPTICS INC	2010	520.8590446517086	38.559282444174535	0.586	327.58185202419725	193.27719262751134	58192.89052542133	8.949316488180427	85.42861372945764	3344
142814	2011	142814	SYNAPTICS INC	2011	616.1665242590515	45.78079823541685	0.676	377.9347532916749	238.23177096737658	60953.890816253	11.187391220266873	101.5306517114678	3344
142814	2012	142814	SYNAPTICS INC	2012	563.8871460456887	55.665	0.697	318.7839173858037	245.10322865988502	62223.95935118233	9.828552994867026	111.91400134728691	3344
142814	2013	142814	SYNAPTICS INC	2013	680.7566835593673	58.032	0.852	364.61980754631816	316.13687601304906	62682.861773938734	45.53722266020948	135.80639711679245	3344
142814	2014	142814	SYNAPTICS INC	2014	967.6368166824954	92.10876967872477	1.23	517.462210103857	450.1746065786383	64311.75515456021	35.69978030904425	177.85829010283015	3344
160213	2010	160213	GSI TECHNOLOGY INC	2010	62.828008982944546	14.737943858633324	0.108	37.704283084144286	25.12372589880026	58192.89052542133	0.6652519370280808	5.662537630163352	3344
160213	2011	160213	GSI TECHNOLOGY INC	2011	69.54776145523427	15.2787101744346	0.127	38.62746167862548	30.920299776608783	60953.890816253	5.822858247921099	8.769096886482306	3344
160213	2012	160213	GSI TECHNOLOGY INC	2012	100.55542412803555	24.27635547747309	0.133	54.150799707888055	46.4046244201475	62223.95935118233	4.079812518382876	10.087573650103892	3344
160213	2013	160213	GSI TECHNOLOGY INC	2013	84.67551652680606	26.65544104520003	0.137	55.43612507437576	29.239391452430297	62682.861773938734	1.5758155948492698	9.983293914479859	3344
160213	2014	160213	GSI TECHNOLOGY INC	2014	67.4141927841263	27.781255278349082	0.14	40.59348671915688	26.820706064969414	64311.75515456021	0.3553824284158251	10.58947329554895	3344
160797	2010	160797	IKANOS COMMUNICATIONS INC	2010	193.89908349687417	30.15905217885255	0.386	121.41841908268759	72.48066441418658	58192.89052542133	4.363618417805854	59.980259586438336	3344
160797	2011	160797	IKANOS COMMUNICATIONS INC	2011	140.61396555451466	31.65817162955677	0.337	62.89464581681921	77.71931973769546	60953.890816253	3.681106169019532	53.950879907174624	3344
160797	2012	160797	IKANOS COMMUNICATIONS INC	2012	129.5454779218909	33.821176984907645	0.263	62.29652654207335	67.24895137981754	62223.95935118233	6.498287427535888	54.596430638443216	3344
